Period,Provider Org Name,WaitCategory,Patients
2025-06-01,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,998.0
2025-06-01,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Other,131038.0
2025-06-01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,0-18 Weeks,640.0
2025-06-01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,18-52 Weeks,42.0
2025-06-01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,52+ Weeks,0.0
2025-06-01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,Other,2488.0
2025-06-01,LANCASTER PRIVATE HOSPITAL,0-18 Weeks,246.0
2025-06-01,LANCASTER PRIVATE HOSPITAL,18-52 Weeks,42.0
2025-06-01,LANCASTER PRIVATE HOSPITAL,52+ Weeks,0.0
2025-06-01,LANCASTER PRIVATE HOSPITAL,Other,1074.0
2025-06-01,LEEDS TEACHING HOSPITALS NHS TRUST,0-18 Weeks,54132.0
2025-06-01,LEEDS TEACHING HOSPITALS NHS TRUST,18-52 Weeks,9716.0
2025-06-01,LEEDS TEACHING HOSPITALS NHS TRUST,52+ Weeks,944.0
2025-06-01,LEEDS TEACHING HOSPITALS NHS TRUST,Other,184968.0
2025-06-01,LEWISHAM AND GREENWICH NHS TRUST,0-18 Weeks,27320.0
2025-06-01,LEWISHAM AND GREENWICH NHS TRUST,18-52 Weeks,5980.0
2025-06-01,LEWISHAM AND GREENWICH NHS TRUST,52+ Weeks,772.0
2025-06-01,LEWISHAM AND GREENWICH NHS TRUST,Other,111590.0
2025-06-01,LINCOLN PRIVATE HOSPITAL,0-18 Weeks,600.0
2025-06-01,LINCOLN PRIVATE HOSPITAL,18-52 Weeks,124.0
2025-06-01,LINCOLN PRIVATE HOSPITAL,52+ Weeks,2.0
2025-06-01,LINCOLN PRIVATE HOSPITAL,Other,2684.0
2025-06-01,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0-18 Weeks,34.0
2025-06-01,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,18-52 Weeks,2.0
2025-06-01,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,52+ Weeks,0.0
2025-06-01,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,Other,80.0
2025-06-01,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,3174.0
2025-06-01,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,730.0
2025-06-01,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,28.0
2025-06-01,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,Other,13098.0
2025-06-01,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,30262.0
2025-06-01,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,7552.0
2025-06-01,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,866.0
2025-06-01,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Other,142258.0
2025-06-01,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0-18 Weeks,6018.0
2025-06-01,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,18-52 Weeks,2152.0
2025-06-01,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,52+ Weeks,290.0
2025-06-01,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Other,32308.0
2025-06-01,LIVEWELL SOUTHWEST,0-18 Weeks,78.0
2025-06-01,LIVEWELL SOUTHWEST,18-52 Weeks,0.0
2025-06-01,LIVEWELL SOUTHWEST,52+ Weeks,0.0
2025-06-01,LIVEWELL SOUTHWEST,Other,132.0
2025-06-01,LOCALA COMMUNITY PARTNERSHIPS CIC,0-18 Weeks,572.0
2025-06-01,LOCALA COMMUNITY PARTNERSHIPS CIC,18-52 Weeks,20.0
2025-06-01,LOCALA COMMUNITY PARTNERSHIPS CIC,52+ Weeks,0.0
2025-06-01,LOCALA COMMUNITY PARTNERSHIPS CIC,Other,1384.0
2025-06-01,LONDON INDEPENDENT HOSPITAL,0-18 Weeks,1648.0
2025-06-01,LONDON INDEPENDENT HOSPITAL,18-52 Weeks,340.0
2025-06-01,LONDON INDEPENDENT HOSPITAL,52+ Weeks,42.0
2025-06-01,LONDON INDEPENDENT HOSPITAL,Other,7972.0
2025-06-01,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0-18 Weeks,34616.0
2025-06-01,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,18-52 Weeks,10270.0
2025-06-01,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,52+ Weeks,946.0
2025-06-01,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Other,173100.0
2025-06-01,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0-18 Weeks,26992.0
2025-06-01,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18-52 Weeks,6574.0
2025-06-01,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,52+ Weeks,4.0
2025-06-01,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Other,102620.0
2025-06-01,MANCHESTER SURGICAL SERVICES LTD,0-18 Weeks,218.0
2025-06-01,MANCHESTER SURGICAL SERVICES LTD,18-52 Weeks,56.0
2025-06-01,MANCHESTER SURGICAL SERVICES LTD,52+ Weeks,0.0
2025-06-01,MANCHESTER SURGICAL SERVICES LTD,Other,858.0
2025-06-01,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,0-18 Weeks,79020.0
2025-06-01,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,18-52 Weeks,22164.0
2025-06-01,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,52+ Weeks,3592.0
2025-06-01,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Other,399272.0
2025-06-01,MANOR HOSPITAL,0-18 Weeks,238.0
2025-06-01,MANOR HOSPITAL,18-52 Weeks,100.0
2025-06-01,MANOR HOSPITAL,52+ Weeks,6.0
2025-06-01,MANOR HOSPITAL,Other,1756.0
2025-06-01,MEDEFER,0-18 Weeks,372.0
2025-06-01,MEDEFER,18-52 Weeks,124.0
2025-06-01,MEDEFER,52+ Weeks,6.0
2025-06-01,MEDEFER,Other,1716.0
2025-06-01,MEDWAY NHS FOUNDATION TRUST,0-18 Weeks,16600.0
2025-06-01,MEDWAY NHS FOUNDATION TRUST,18-52 Weeks,4510.0
2025-06-01,MEDWAY NHS FOUNDATION TRUST,52+ Weeks,704.0
2025-06-01,MEDWAY NHS FOUNDATION TRUST,Other,81910.0
2025-06-01,MERIDEN HOSPITAL,0-18 Weeks,1410.0
2025-06-01,MERIDEN HOSPITAL,18-52 Weeks,164.0
2025-06-01,MERIDEN HOSPITAL,52+ Weeks,2.0
2025-06-01,MERIDEN HOSPITAL,Other,4652.0
2025-06-01,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,0-18 Weeks,43512.0
2025-06-01,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,18-52 Weeks,8788.0
2025-06-01,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,52+ Weeks,866.0
2025-06-01,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,Other,167646.0
2025-06-01,MERSEY CARE NHS FOUNDATION TRUST,0-18 Weeks,94.0
2025-06-01,MERSEY CARE NHS FOUNDATION TRUST,18-52 Weeks,0.0
2025-06-01,MERSEY CARE NHS FOUNDATION TRUST,52+ Weeks,0.0
2025-06-01,MERSEY CARE NHS FOUNDATION TRUST,Other,28.0
2025-06-01,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,0-18 Weeks,65718.0
2025-06-01,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,18-52 Weeks,18984.0
2025-06-01,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,52+ Weeks,2934.0
2025-06-01,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Other,343818.0
2025-06-01,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,18050.0
2025-06-01,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,4346.0
2025-06-01,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,554.0
2025-06-01,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Other,79294.0
2025-06-01,MID YORKSHIRE TEACHING NHS TRUST,0-18 Weeks,33686.0
2025-06-01,MID YORKSHIRE TEACHING NHS TRUST,18-52 Weeks,7148.0
2025-06-01,MID YORKSHIRE TEACHING NHS TRUST,52+ Weeks,426.0
2025-06-01,MID YORKSHIRE TEACHING NHS TRUST,Other,118496.0
2025-06-01,MIDLAND EYE (EYE-DOCS LTD),0-18 Weeks,340.0
2025-06-01,MIDLAND EYE (EYE-DOCS LTD),18-52 Weeks,42.0
2025-06-01,MIDLAND EYE (EYE-DOCS LTD),52+ Weeks,0.0
2025-06-01,MIDLAND EYE (EYE-DOCS LTD),Other,1844.0
2025-06-01,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,0-18 Weeks,7910.0
2025-06-01,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,18-52 Weeks,114.0
2025-06-01,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,52+ Weeks,0.0
2025-06-01,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,Other,13290.0
2025-06-01,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,11668.0
2025-06-01,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,4214.0
2025-06-01,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,566.0
2025-06-01,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Other,68580.0
2025-06-01,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,22946.0
2025-06-01,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,3284.0
2025-06-01,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,50.0
2025-06-01,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Other,75914.0
2025-06-01,MOUNT ALVERNIA HOSPITAL,0-18 Weeks,160.0
2025-06-01,MOUNT ALVERNIA HOSPITAL,18-52 Weeks,28.0
2025-06-01,MOUNT ALVERNIA HOSPITAL,52+ Weeks,0.0
2025-06-01,MOUNT ALVERNIA HOSPITAL,Other,512.0
2025-06-01,MOUNT STUART HOSPITAL,0-18 Weeks,524.0
2025-06-01,MOUNT STUART HOSPITAL,18-52 Weeks,280.0
2025-06-01,MOUNT STUART HOSPITAL,52+ Weeks,16.0
2025-06-01,MOUNT STUART HOSPITAL,Other,4376.0
2025-06-01,NEW HALL HOSPITAL,0-18 Weeks,1590.0
2025-06-01,NEW HALL HOSPITAL,18-52 Weeks,358.0
2025-06-01,NEW HALL HOSPITAL,52+ Weeks,28.0
2025-06-01,NEW HALL HOSPITAL,Other,6910.0
2025-06-01,NEWCASTLE NEWMEDICA LTD,0-18 Weeks,1416.0
2025-06-01,NEWCASTLE NEWMEDICA LTD,18-52 Weeks,0.0
2025-06-01,NEWCASTLE NEWMEDICA LTD,52+ Weeks,0.0
2025-06-01,NEWCASTLE NEWMEDICA LTD,Other,684.0
2025-06-01,NEWMEDICA - BERKSHIRE,0-18 Weeks,942.0
2025-06-01,NEWMEDICA - BERKSHIRE,18-52 Weeks,42.0
2025-06-01,NEWMEDICA - BERKSHIRE,52+ Weeks,0.0
2025-06-01,NEWMEDICA - BERKSHIRE,Other,1448.0
2025-06-01,NEWMEDICA - BERKSHIRE - BRACKNELL,0-18 Weeks,30.0
2025-06-01,NEWMEDICA - BERKSHIRE - BRACKNELL,18-52 Weeks,12.0
2025-06-01,NEWMEDICA - BERKSHIRE - BRACKNELL,52+ Weeks,0.0
2025-06-01,NEWMEDICA - BERKSHIRE - BRACKNELL,Other,74.0
2025-06-01,NEWMEDICA - BIRMINGHAM,0-18 Weeks,914.0
2025-06-01,NEWMEDICA - BIRMINGHAM,18-52 Weeks,14.0
2025-06-01,NEWMEDICA - BIRMINGHAM,52+ Weeks,0.0
2025-06-01,NEWMEDICA - BIRMINGHAM,Other,1830.0
2025-06-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,0-18 Weeks,360.0
2025-06-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,18-52 Weeks,0.0
2025-06-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,52+ Weeks,0.0
2025-06-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,Other,724.0
2025-06-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,0-18 Weeks,760.0
2025-06-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,18-52 Weeks,100.0
2025-06-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,52+ Weeks,0.0
2025-06-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,Other,1990.0
2025-06-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,0-18 Weeks,304.0
2025-06-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,18-52 Weeks,12.0
2025-06-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,52+ Weeks,0.0
2025-06-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,Other,704.0
2025-06-01,NEWMEDICA - BROMSGROVE,0-18 Weeks,406.0
2025-06-01,NEWMEDICA - BROMSGROVE,18-52 Weeks,14.0
2025-06-01,NEWMEDICA - BROMSGROVE,52+ Weeks,0.0
2025-06-01,NEWMEDICA - BROMSGROVE,Other,594.0
2025-06-01,NEWMEDICA - BURY ST EDMUNDS,0-18 Weeks,2.0
2025-06-01,NEWMEDICA - BURY ST EDMUNDS,18-52 Weeks,0.0
2025-06-01,NEWMEDICA - BURY ST EDMUNDS,52+ Weeks,0.0
2025-06-01,NEWMEDICA - BURY ST EDMUNDS,Other,0.0
2025-06-01,NEWMEDICA - CHESHIRE OAKS,0-18 Weeks,450.0
2025-06-01,NEWMEDICA - CHESHIRE OAKS,18-52 Weeks,8.0
2025-06-01,NEWMEDICA - CHESHIRE OAKS,52+ Weeks,0.0
2025-06-01,NEWMEDICA - CHESHIRE OAKS,Other,354.0
2025-06-01,NEWMEDICA - DARLINGTON,0-18 Weeks,56.0
2025-06-01,NEWMEDICA - DARLINGTON,18-52 Weeks,0.0
2025-06-01,NEWMEDICA - DARLINGTON,52+ Weeks,0.0
2025-06-01,NEWMEDICA - DARLINGTON,Other,84.0
2025-06-01,NEWMEDICA - EXETER - GLEN HOUSE,0-18 Weeks,544.0
2025-06-01,NEWMEDICA - EXETER - GLEN HOUSE,18-52 Weeks,6.0
2025-06-01,NEWMEDICA - EXETER - GLEN HOUSE,52+ Weeks,0.0
2025-06-01,NEWMEDICA - EXETER - GLEN HOUSE,Other,506.0
2025-06-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),0-18 Weeks,196.0
2025-06-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),18-52 Weeks,22.0
2025-06-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),52+ Weeks,0.0
2025-06-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),Other,622.0
2025-06-01,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),0-18 Weeks,776.0
2025-06-01,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),18-52 Weeks,64.0
2025-06-01,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),52+ Weeks,0.0
2025-06-01,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),Other,2398.0
2025-06-01,NEWMEDICA - HAMPSHIRE,0-18 Weeks,1076.0
2025-06-01,NEWMEDICA - HAMPSHIRE,18-52 Weeks,30.0
2025-06-01,NEWMEDICA - HAMPSHIRE,52+ Weeks,0.0
2025-06-01,NEWMEDICA - HAMPSHIRE,Other,3190.0
2025-06-01,NEWMEDICA - HARROGATE,0-18 Weeks,322.0
2025-06-01,NEWMEDICA - HARROGATE,18-52 Weeks,8.0
2025-06-01,NEWMEDICA - HARROGATE,52+ Weeks,0.0
2025-06-01,NEWMEDICA - HARROGATE,Other,342.0
2025-06-01,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,0-18 Weeks,234.0
2025-06-01,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,18-52 Weeks,4.0
2025-06-01,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,52+ Weeks,0.0
2025-06-01,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,Other,302.0
2025-06-01,NEWMEDICA - IPSWICH,0-18 Weeks,1340.0
2025-06-01,NEWMEDICA - IPSWICH,18-52 Weeks,4.0
2025-06-01,NEWMEDICA - IPSWICH,52+ Weeks,0.0
2025-06-01,NEWMEDICA - IPSWICH,Other,1606.0
2025-06-01,NEWMEDICA - LANGFORD,0-18 Weeks,396.0
2025-06-01,NEWMEDICA - LANGFORD,18-52 Weeks,50.0
2025-06-01,NEWMEDICA - LANGFORD,52+ Weeks,0.0
2025-06-01,NEWMEDICA - LANGFORD,Other,1070.0
2025-06-01,NEWMEDICA - LINCOLN,0-18 Weeks,44.0
2025-06-01,NEWMEDICA - LINCOLN,18-52 Weeks,0.0
2025-06-01,NEWMEDICA - LINCOLN,52+ Weeks,0.0
2025-06-01,NEWMEDICA - LINCOLN,Other,124.0
2025-06-01,NEWMEDICA - MANCHESTER WEST,0-18 Weeks,472.0
2025-06-01,NEWMEDICA - MANCHESTER WEST,18-52 Weeks,30.0
2025-06-01,NEWMEDICA - MANCHESTER WEST,52+ Weeks,0.0
2025-06-01,NEWMEDICA - MANCHESTER WEST,Other,746.0
2025-06-01,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,0-18 Weeks,1558.0
2025-06-01,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,18-52 Weeks,82.0
2025-06-01,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,52+ Weeks,0.0
2025-06-01,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,Other,2570.0
2025-06-01,NEWMEDICA - NORTHAMPTON,0-18 Weeks,662.0
2025-06-01,NEWMEDICA - NORTHAMPTON,18-52 Weeks,4.0
2025-06-01,NEWMEDICA - NORTHAMPTON,52+ Weeks,0.0
2025-06-01,NEWMEDICA - NORTHAMPTON,Other,2198.0
2025-06-01,NEWMEDICA - NORWICH,0-18 Weeks,1560.0
2025-06-01,NEWMEDICA - NORWICH,18-52 Weeks,36.0
2025-06-01,NEWMEDICA - NORWICH,52+ Weeks,0.0
2025-06-01,NEWMEDICA - NORWICH,Other,2284.0
2025-06-01,NEWMEDICA - NOTTINGHAM,0-18 Weeks,836.0
2025-06-01,NEWMEDICA - NOTTINGHAM,18-52 Weeks,104.0
2025-06-01,NEWMEDICA - NOTTINGHAM,52+ Weeks,0.0
2025-06-01,NEWMEDICA - NOTTINGHAM,Other,1672.0
2025-06-01,NEWMEDICA - OXFORDSHIRE,0-18 Weeks,558.0
2025-06-01,NEWMEDICA - OXFORDSHIRE,18-52 Weeks,10.0
2025-06-01,NEWMEDICA - OXFORDSHIRE,52+ Weeks,0.0
2025-06-01,NEWMEDICA - OXFORDSHIRE,Other,1448.0
2025-06-01,NEWMEDICA - SHREWSBURY,0-18 Weeks,544.0
2025-06-01,NEWMEDICA - SHREWSBURY,18-52 Weeks,0.0
2025-06-01,NEWMEDICA - SHREWSBURY,52+ Weeks,0.0
2025-06-01,NEWMEDICA - SHREWSBURY,Other,510.0
2025-06-01,NEWMEDICA - SWINDON,0-18 Weeks,240.0
2025-06-01,NEWMEDICA - SWINDON,18-52 Weeks,4.0
2025-06-01,NEWMEDICA - SWINDON,52+ Weeks,0.0
2025-06-01,NEWMEDICA - SWINDON,Other,394.0
2025-06-01,NEWMEDICA - TEESSIDE - NORTH ORMESBY,0-18 Weeks,1968.0
2025-06-01,NEWMEDICA - TEESSIDE - NORTH ORMESBY,18-52 Weeks,20.0
2025-06-01,NEWMEDICA - TEESSIDE - NORTH ORMESBY,52+ Weeks,0.0
2025-06-01,NEWMEDICA - TEESSIDE - NORTH ORMESBY,Other,2066.0
2025-06-01,NEWMEDICA - WAKEFIELD,0-18 Weeks,536.0
2025-06-01,NEWMEDICA - WAKEFIELD,18-52 Weeks,40.0
2025-06-01,NEWMEDICA - WAKEFIELD,52+ Weeks,0.0
2025-06-01,NEWMEDICA - WAKEFIELD,Other,1412.0
2025-06-01,NEWMEDICA - WORCESTER,0-18 Weeks,1210.0
2025-06-01,NEWMEDICA - WORCESTER,18-52 Weeks,26.0
2025-06-01,NEWMEDICA - WORCESTER,52+ Weeks,0.0
2025-06-01,NEWMEDICA - WORCESTER,Other,1496.0
2025-06-01,NEWMEDICA - WORKSOP - DUKERIES,0-18 Weeks,212.0
2025-06-01,NEWMEDICA - WORKSOP - DUKERIES,18-52 Weeks,18.0
2025-06-01,NEWMEDICA - WORKSOP - DUKERIES,52+ Weeks,0.0
2025-06-01,NEWMEDICA - WORKSOP - DUKERIES,Other,312.0
2025-06-01,NEWMEDICA -TELFORD,0-18 Weeks,2.0
2025-06-01,NEWMEDICA -TELFORD,18-52 Weeks,0.0
2025-06-01,NEWMEDICA -TELFORD,52+ Weeks,0.0
2025-06-01,NEWMEDICA -TELFORD,Other,2.0
2025-06-01,NEWMEDICA AZTEC WEST,0-18 Weeks,668.0
2025-06-01,NEWMEDICA AZTEC WEST,18-52 Weeks,34.0
2025-06-01,NEWMEDICA AZTEC WEST,52+ Weeks,0.0
2025-06-01,NEWMEDICA AZTEC WEST,Other,1648.0
2025-06-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,0-18 Weeks,838.0
2025-06-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,18-52 Weeks,28.0
2025-06-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,52+ Weeks,0.0
2025-06-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,Other,1470.0
2025-06-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,0-18 Weeks,796.0
2025-06-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,18-52 Weeks,50.0
2025-06-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,52+ Weeks,0.0
2025-06-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,Other,1856.0
2025-06-01,NEWMEDICA LEICESTER,0-18 Weeks,814.0
2025-06-01,NEWMEDICA LEICESTER,18-52 Weeks,0.0
2025-06-01,NEWMEDICA LEICESTER,52+ Weeks,0.0
2025-06-01,NEWMEDICA LEICESTER,Other,544.0
2025-06-01,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,0-18 Weeks,64.0
2025-06-01,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,18-52 Weeks,0.0
2025-06-01,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,52+ Weeks,0.0
2025-06-01,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,Other,42.0
2025-06-01,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,0-18 Weeks,802.0
2025-06-01,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,18-52 Weeks,8.0
2025-06-01,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,52+ Weeks,0.0
2025-06-01,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,Other,1658.0
2025-06-01,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,34472.0
2025-06-01,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,10108.0
2025-06-01,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,1420.0
2025-06-01,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Other,171978.0
2025-06-01,NORTH BRISTOL NHS TRUST,0-18 Weeks,27746.0
2025-06-01,NORTH BRISTOL NHS TRUST,18-52 Weeks,4756.0
2025-06-01,NORTH BRISTOL NHS TRUST,52+ Weeks,254.0
2025-06-01,NORTH BRISTOL NHS TRUST,Other,97252.0
2025-06-01,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,0-18 Weeks,18164.0
2025-06-01,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,18-52 Weeks,4904.0
2025-06-01,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,52+ Weeks,620.0
2025-06-01,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Other,83734.0
2025-06-01,NORTH DOWNS HOSPITAL,0-18 Weeks,558.0
2025-06-01,NORTH DOWNS HOSPITAL,18-52 Weeks,174.0
2025-06-01,NORTH DOWNS HOSPITAL,52+ Weeks,6.0
2025-06-01,NORTH DOWNS HOSPITAL,Other,3242.0
2025-06-01,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,0-18 Weeks,18154.0
2025-06-01,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,18-52 Weeks,2536.0
2025-06-01,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,52+ Weeks,210.0
2025-06-01,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Other,45742.0
2025-06-01,NORTH WEST ANGLIA NHS FOUNDATION TRUST,0-18 Weeks,30216.0
2025-06-01,NORTH WEST ANGLIA NHS FOUNDATION TRUST,18-52 Weeks,8782.0
2025-06-01,NORTH WEST ANGLIA NHS FOUNDATION TRUST,52+ Weeks,1090.0
2025-06-01,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Other,154550.0
2025-06-01,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,0-18 Weeks,19128.0
2025-06-01,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,18-52 Weeks,4908.0
2025-06-01,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,52+ Weeks,446.0
2025-06-01,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Other,85952.0
2025-06-01,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,0-18 Weeks,52946.0
2025-06-01,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,18-52 Weeks,16440.0
2025-06-01,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,52+ Weeks,2258.0
2025-06-01,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,Other,277666.0
